@relation estudiantes

@attribute Documento numeric
@attribute ID_Estudiante numeric
@attribute Edad numeric
@attribute Género {Masculino, Femenino, Otro}
@attribute Horas_Estudio_Semanal numeric
@attribute Asistencia numeric
@attribute Promedio_Parciales numeric
@attribute Participación_Clases {Baja, Media, Alta}
@attribute Uso_Plataforma_Virtual {Bajo, Medio, Alto}
@attribute Antecedentes_Pérdida {Sí, No}
@attribute Apoyo_Familiar {Bajo, Medio, Alto}
@attribute Carga_Académica numeric
@attribute Problemas_Personales {Ninguno, Leves, Graves}
@attribute Perderá_Asignatura {tested_positive, tested_negative}

@data
58226039,805,15,Femenino,14,77.14,3.27,Alta,Bajo,Sí,Alto,1,Leves,tested_negative
50149496,806,17,Masculino,12,78.11,3.35,Baja,Bajo,No,Alto,1,Leves,tested_negative
51169587,807,11,Femenino,8,100.0,3.58,Baja,Alto,No,Medio,5,Ninguno,tested_negative
75754672,808,17,Masculino,1,91.77,3.15,Media,Medio,No,Alto,5,Graves,tested_negative
46397347,809,11,Femenino,11,73.91,3.81,Media,Alto,Sí,Medio,5,Ninguno,tested_negative
90818686,810,10,Otro,17,94.87,3.77,Media,Medio,No,Medio,4,Ninguno,tested_negative
50509084,811,16,Femenino,16,91.75,3.54,Alta,Bajo,Sí,Bajo,1,Ninguno,tested_negative
79024826,812,14,Femenino,19,99.34,3.81,Baja,Alto,Sí,Alto,4,Leves,tested_negative
77771374,813,12,Masculino,5,90.42,3.37,Baja,Bajo,Sí,Bajo,1,Ninguno,tested_negative
80638010,814,17,Femenino,6,100.0,3.65,Media,Alto,Sí,Medio,2,Ninguno,tested_negative
66149923,815,15,Otro,9,81.6,3.96,Baja,Alto,No,Bajo,5,Ninguno,tested_negative
97724040,816,11,Femenino,26,100.0,3.83,Media,Bajo,Sí,Bajo,1,Ninguno,tested_negative
35188839,817,15,Femenino,24,98.18,3.82,Baja,Medio,Sí,Alto,4,Graves,tested_negative
77694166,818,12,Femenino,17,90.94,4.15,Baja,Bajo,No,Bajo,1,Graves,tested_negative
66474205,819,18,Femenino,23,87.21,3.25,Media,Alto,No,Bajo,4,Ninguno,tested_negative
28905946,820,13,Femenino,3,88.59,2.7,Media,Bajo,No,Alto,4,Ninguno,tested_negative
11108526,821,10,Femenino,5,90.6,2.47,Media,Medio,Sí,Alto,4,Leves,tested_negative
15315701,822,13,Otro,3,93.11,3.37,Alta,Medio,Sí,Medio,2,Leves,tested_negative
17082937,823,12,Masculino,11,78.56,3.18,Media,Medio,No,Bajo,3,Leves,tested_negative
25908580,824,12,Femenino,15,87.54,3.53,Media,Medio,No,Medio,5,Leves,tested_negative
79713700,825,15,Masculino,14,93.34,3.09,Media,Bajo,No,Alto,4,Graves,tested_negative
32687358,826,11,Otro,14,76.55,3.12,Baja,Bajo,No,Alto,1,Leves,tested_negative
36041356,827,11,Femenino,14,98.95,4.03,Alta,Alto,Sí,Bajo,1,Ninguno,tested_negative
52825054,828,17,Femenino,20,80.69,3.44,Baja,Alto,Sí,Bajo,2,Graves,tested_negative
91919988,829,11,Femenino,11,83.11,2.92,Media,Bajo,No,Alto,5,Ninguno,tested_negative
32572573,830,14,Masculino,18,82.02,3.52,Media,Alto,Sí,Alto,1,Ninguno,tested_negative
23797975,831,17,Otro,7,92.1,2.73,Media,Medio,Sí,Medio,3,Graves,tested_positive
45227693,832,14,Masculino,24,81.69,3.08,Baja,Bajo,No,Bajo,1,Graves,tested_negative
96634154,833,14,Otro,4,81.27,3.08,Alta,Alto,No,Medio,1,Ninguno,tested_negative
18951990,834,11,Femenino,19,75.78,3.74,Media,Bajo,No,Bajo,1,Graves,tested_negative
30678309,835,16,Otro,16,96.61,3.8,Baja,Alto,No,Alto,3,Ninguno,tested_negative
69071538,836,12,Masculino,7,94.68,2.99,Alta,Alto,No,Alto,5,Ninguno,tested_negative
21580532,837,18,Masculino,6,81.66,3.4,Media,Bajo,Sí,Bajo,4,Ninguno,tested_negative
42134062,838,18,Femenino,19,93.93,3.64,Media,Medio,Sí,Alto,5,Ninguno,tested_negative
41945761,839,18,Femenino,6,92.89,3.16,Baja,Bajo,No,Bajo,5,Graves,tested_negative
17849075,840,15,Masculino,32,87.62,4.07,Baja,Alto,No,Medio,4,Graves,tested_negative
10641724,841,10,Otro,9,75.43,2.99,Alta,Bajo,Sí,Alto,4,Graves,tested_positive
21284152,842,10,Masculino,4,74.46,3.39,Media,Bajo,Sí,Alto,3,Ninguno,tested_negative
25738104,843,13,Masculino,14,82.82,3.23,Baja,Medio,Sí,Alto,2,Graves,tested_negative
23441687,844,12,Masculino,11,82.25,3.31,Media,Medio,Sí,Medio,3,Ninguno,tested_negative
46130924,845,18,Otro,15,68.24,3.13,Alta,Bajo,No,Medio,2,Leves,tested_negative
62209082,846,14,Otro,6,87.42,3.49,Baja,Alto,Sí,Alto,5,Graves,tested_negative
40933500,847,11,Femenino,22,91.55,4.1,Baja,Bajo,Sí,Alto,5,Ninguno,tested_negative
55326426,848,15,Otro,6,75.93,3.15,Media,Medio,No,Alto,1,Ninguno,tested_negative
78818772,849,10,Otro,11,82.03,3.33,Baja,Bajo,Sí,Medio,4,Leves,tested_negative
94431045,850,16,Masculino,16,91.31,3.61,Baja,Medio,Sí,Alto,2,Graves,tested_negative
43317934,851,18,Otro,17,68.39,2.99,Media,Medio,Sí,Alto,2,Graves,tested_negative
64381558,852,10,Femenino,22,89.83,3.56,Media,Medio,No,Bajo,4,Ninguno,tested_negative
50861207,853,14,Otro,9,80.99,3.17,Alta,Alto,No,Alto,2,Ninguno,tested_negative
74500288,854,16,Femenino,9,80.03,3.39,Baja,Alto,No,Bajo,4,Graves,tested_negative
44156307,855,12,Otro,11,73.63,3.21,Media,Alto,Sí,Alto,5,Ninguno,tested_negative
99283551,856,16,Otro,4,94.88,2.91,Alta,Bajo,No,Bajo,1,Ninguno,tested_negative
51323897,857,12,Masculino,8,100.0,3.51,Alta,Alto,Sí,Medio,4,Graves,tested_negative
93700542,858,13,Otro,15,81.43,2.66,Alta,Medio,Sí,Bajo,2,Graves,tested_negative
82998673,859,14,Masculino,6,100.0,3.65,Media,Alto,Sí,Medio,4,Graves,tested_negative
41515137,860,18,Femenino,19,72.64,4.05,Media,Alto,Sí,Medio,1,Leves,tested_negative
64020238,861,10,Femenino,18,86.96,3.88,Alta,Bajo,No,Alto,1,Leves,tested_negative
14176870,862,12,Femenino,5,99.4,3.05,Media,Medio,Sí,Medio,1,Leves,tested_negative
39463191,863,15,Femenino,13,65.45,3.43,Baja,Medio,No,Medio,5,Leves,tested_negative
80200624,864,15,Masculino,13,87.3,3.46,Alta,Bajo,Sí,Medio,2,Graves,tested_negative
16185310,865,13,Otro,14,88.45,3.32,Alta,Alto,Sí,Bajo,2,Ninguno,tested_negative
26758143,866,15,Masculino,1,92.73,3.34,Media,Bajo,No,Bajo,2,Graves,tested_negative
76993071,867,17,Femenino,3,79.3,2.26,Media,Bajo,Sí,Medio,1,Ninguno,tested_negative
76586350,868,17,Otro,6,81.52,3.43,Alta,Alto,No,Medio,5,Graves,tested_negative
30160318,869,11,Otro,5,70.81,2.11,Baja,Alto,Sí,Alto,2,Ninguno,tested_negative
48575575,870,12,Femenino,9,80.36,3.55,Media,Alto,No,Alto,5,Leves,tested_negative
89028190,871,12,Femenino,3,81.94,3.04,Media,Bajo,Sí,Bajo,2,Graves,tested_negative
14830057,872,15,Otro,13,84.47,3.5,Media,Medio,No,Bajo,5,Graves,tested_negative
40990671,873,11,Masculino,6,74.13,3.57,Baja,Medio,No,Bajo,5,Ninguno,tested_negative
92309476,874,15,Femenino,3,75.62,2.31,Alta,Medio,No,Bajo,5,Ninguno,tested_negative
39841601,875,13,Femenino,20,79.12,3.2,Alta,Bajo,Sí,Medio,3,Leves,tested_negative
78512615,876,11,Otro,20,86.95,2.69,Alta,Bajo,No,Bajo,1,Graves,tested_negative
25770211,877,18,Femenino,19,100.0,4.11,Media,Alto,Sí,Alto,3,Graves,tested_negative
76718251,878,15,Femenino,12,85.25,3.5,Media,Bajo,No,Bajo,1,Graves,tested_negative
39981750,879,15,Masculino,4,81.91,2.59,Alta,Medio,Sí,Bajo,3,Ninguno,tested_negative
13837669,880,12,Femenino,12,71.12,3.5,Media,Alto,No,Bajo,3,Ninguno,tested_negative
18138779,881,16,Otro,12,78.51,3.43,Media,Alto,No,Alto,5,Leves,tested_negative
61319075,882,11,Femenino,12,90.74,3.76,Alta,Medio,No,Alto,2,Leves,tested_negative
59979008,883,13,Masculino,13,74.12,3.65,Alta,Medio,Sí,Bajo,4,Leves,tested_negative
65703318,884,16,Femenino,6,98.16,2.9,Media,Bajo,Sí,Bajo,5,Ninguno,tested_positive
20031996,885,18,Otro,13,73.42,3.74,Media,Bajo,No,Medio,5,Ninguno,tested_negative
34347247,886,17,Masculino,6,88.76,4.31,Alta,Medio,Sí,Medio,4,Ninguno,tested_negative
77618520,887,16,Masculino,21,88.21,4.58,Alta,Bajo,Sí,Medio,5,Graves,tested_negative
26103803,888,10,Otro,13,89.59,3.42,Alta,Alto,Sí,Alto,2,Graves,tested_negative
55719614,889,18,Femenino,8,93.86,4.05,Alta,Medio,No,Medio,2,Graves,tested_negative
41851590,890,15,Masculino,8,81.01,3.59,Baja,Bajo,No,Bajo,4,Ninguno,tested_negative
45477805,891,18,Otro,6,84.12,2.86,Media,Bajo,No,Medio,5,Leves,tested_negative
18778363,892,10,Otro,7,78.63,2.93,Baja,Alto,Sí,Medio,4,Graves,tested_positive
68673288,893,16,Femenino,12,80.87,3.25,Media,Alto,No,Medio,4,Graves,tested_negative
14987149,894,12,Masculino,9,91.77,3.14,Media,Medio,Sí,Bajo,4,Leves,tested_negative
43690662,895,18,Masculino,8,95.82,3.31,Baja,Medio,No,Alto,3,Graves,tested_negative
67825005,896,10,Masculino,15,81.75,2.4,Baja,Alto,No,Bajo,3,Leves,tested_negative
51290124,897,12,Femenino,21,96.0,3.98,Baja,Bajo,Sí,Bajo,3,Ninguno,tested_negative
79856411,898,12,Femenino,8,90.39,3.68,Baja,Bajo,No,Alto,3,Leves,tested_negative
48968252,899,13,Otro,2,93.16,3.48,Media,Bajo,Sí,Medio,5,Graves,tested_negative
62531406,900,17,Otro,18,66.84,3.49,Alta,Alto,No,Medio,4,Ninguno,tested_negative
87486602,901,10,Femenino,18,87.69,3.93,Media,Medio,Sí,Alto,1,Ninguno,tested_negative
96364012,902,10,Femenino,7,81.54,3.14,Alta,Bajo,No,Bajo,3,Leves,tested_negative
75626157,903,17,Otro,18,71.72,3.56,Media,Bajo,No,Alto,2,Ninguno,tested_negative
87108042,904,18,Femenino,8,80.64,3.22,Media,Medio,Sí,Alto,5,Graves,tested_negative
82355516,905,16,Femenino,18,79.69,3.6,Alta,Alto,Sí,Alto,5,Leves,tested_negative
42657975,906,17,Masculino,19,84.87,3.94,Media,Alto,Sí,Alto,3,Graves,tested_negative
31082674,907,12,Masculino,3,90.74,3.59,Baja,Bajo,Sí,Medio,5,Graves,tested_negative
70335817,908,16,Femenino,10,95.73,3.46,Alta,Alto,Sí,Medio,4,Graves,tested_negative
78385099,909,16,Femenino,22,67.32,3.3,Baja,Bajo,No,Alto,2,Graves,tested_negative
20032138,910,12,Masculino,10,86.87,3.18,Baja,Alto,Sí,Medio,1,Graves,tested_negative
72742745,911,17,Masculino,9,80.98,3.5,Baja,Bajo,Sí,Medio,4,Leves,tested_negative
85498548,912,14,Femenino,18,93.65,3.45,Baja,Alto,Sí,Bajo,1,Leves,tested_negative
27554154,913,18,Masculino,3,74.33,3.04,Baja,Medio,No,Alto,5,Graves,tested_negative
62160801,914,17,Femenino,6,54.81,2.88,Alta,Alto,No,Bajo,4,Ninguno,tested_positive
67610393,915,17,Femenino,15,74.18,3.07,Alta,Medio,Sí,Bajo,1,Leves,tested_negative
36493749,916,16,Otro,5,91.28,2.77,Media,Medio,No,Medio,1,Ninguno,tested_negative
25316853,917,15,Otro,17,94.07,3.63,Media,Alto,No,Medio,4,Leves,tested_negative
17253540,918,15,Masculino,4,75.86,2.83,Alta,Bajo,No,Medio,3,Ninguno,tested_negative
58750488,919,11,Femenino,6,69.61,2.61,Baja,Alto,No,Bajo,2,Graves,tested_positive
12445125,920,14,Otro,10,87.33,3.29,Media,Bajo,Sí,Medio,2,Ninguno,tested_negative
50810277,921,11,Masculino,20,84.05,4.11,Alta,Bajo,No,Alto,2,Ninguno,tested_negative
11865431,922,15,Masculino,17,89.92,3.95,Media,Alto,Sí,Alto,1,Ninguno,tested_negative
31998518,923,13,Femenino,14,81.33,3.51,Alta,Alto,No,Bajo,3,Leves,tested_negative
41393021,924,13,Otro,6,84.29,3.56,Alta,Bajo,Sí,Medio,3,Leves,tested_negative
83235722,925,17,Femenino,5,100.0,3.54,Media,Bajo,Sí,Alto,2,Leves,tested_negative
56617622,926,16,Masculino,5,70.09,2.86,Baja,Alto,No,Alto,4,Graves,tested_positive
30756243,927,16,Otro,15,97.58,4.14,Alta,Alto,No,Medio,2,Ninguno,tested_negative
89550487,928,16,Masculino,4,76.03,3.01,Media,Bajo,No,Bajo,5,Ninguno,tested_negative
60923202,929,18,Femenino,10,99.61,3.62,Baja,Alto,No,Alto,5,Graves,tested_negative
14343382,930,11,Masculino,17,85.93,3.54,Media,Bajo,No,Bajo,1,Ninguno,tested_negative
26537072,931,14,Masculino,18,66.6,3.41,Baja,Bajo,No,Medio,4,Graves,tested_negative
96715154,932,16,Otro,8,64.11,2.31,Baja,Medio,Sí,Bajo,3,Graves,tested_positive
88387456,933,10,Otro,3,89.41,3.36,Alta,Medio,No,Alto,1,Graves,tested_negative
55779335,934,10,Femenino,12,95.7,3.43,Baja,Bajo,No,Alto,2,Ninguno,tested_negative
34358858,935,16,Otro,26,83.22,3.87,Media,Medio,Sí,Bajo,5,Leves,tested_negative
67049103,936,15,Masculino,16,99.26,3.31,Baja,Medio,Sí,Medio,4,Ninguno,tested_negative
76273626,937,10,Masculino,8,80.79,2.52,Media,Medio,Sí,Bajo,4,Leves,tested_negative
75586382,938,13,Masculino,1,85.12,3.03,Baja,Medio,No,Bajo,5,Graves,tested_negative
37987363,939,13,Femenino,19,77.94,3.05,Media,Bajo,No,Bajo,1,Ninguno,tested_negative
31627182,940,15,Masculino,15,84.75,3.11,Alta,Alto,Sí,Bajo,4,Graves,tested_negative
25762424,941,17,Otro,5,88.71,3.36,Baja,Bajo,Sí,Bajo,2,Graves,tested_positive
45106261,942,17,Otro,17,83.77,3.36,Media,Bajo,Sí,Bajo,2,Ninguno,tested_negative
98006892,943,16,Femenino,22,88.89,4.14,Media,Medio,Sí,Medio,2,Ninguno,tested_negative
93449994,944,15,Otro,7,86.59,3.28,Alta,Medio,Sí,Bajo,5,Graves,tested_negative
87580369,945,11,Otro,12,83.14,3.32,Media,Alto,No,Alto,4,Ninguno,tested_negative
31902883,946,11,Otro,12,75.26,3.0,Media,Bajo,Sí,Alto,1,Graves,tested_negative
20437000,947,12,Otro,22,86.8,3.88,Media,Bajo,No,Medio,5,Graves,tested_negative
55263686,948,18,Femenino,14,87.08,3.73,Baja,Bajo,Sí,Alto,1,Graves,tested_negative
95675927,949,11,Otro,16,83.89,3.72,Baja,Medio,No,Bajo,5,Graves,tested_negative
20774728,950,17,Otro,3,81.9,3.52,Alta,Alto,No,Bajo,4,Leves,tested_negative
38129869,951,16,Femenino,15,94.35,2.99,Baja,Bajo,Sí,Bajo,4,Leves,tested_positive
38362257,952,16,Femenino,4,82.26,3.18,Media,Bajo,Sí,Alto,2,Ninguno,tested_negative
79406457,953,14,Femenino,3,90.46,3.27,Media,Bajo,No,Alto,1,Graves,tested_negative
21649166,954,16,Otro,15,93.32,3.32,Alta,Bajo,Sí,Medio,3,Ninguno,tested_negative
73677535,955,18,Otro,11,86.58,3.66,Baja,Medio,No,Bajo,2,Graves,tested_negative
91034252,956,11,Masculino,6,78.98,2.69,Baja,Medio,Sí,Medio,5,Ninguno,tested_positive
13861935,957,18,Otro,14,96.51,3.3,Alta,Alto,Sí,Bajo,5,Leves,tested_negative
84770368,958,17,Femenino,1,100.0,2.48,Baja,Medio,No,Medio,1,Leves,tested_negative
60843423,959,11,Femenino,9,74.67,3.04,Alta,Bajo,No,Medio,4,Ninguno,tested_negative
53920971,960,18,Otro,2,77.79,3.35,Media,Medio,No,Medio,3,Ninguno,tested_negative
83565071,961,12,Masculino,5,91.91,3.45,Alta,Medio,No,Medio,1,Graves,tested_negative
84149211,962,13,Masculino,18,92.94,4.41,Alta,Medio,Sí,Bajo,3,Ninguno,tested_negative
72362310,963,11,Masculino,9,86.23,3.87,Baja,Bajo,Sí,Medio,3,Ninguno,tested_negative
55862457,964,15,Femenino,5,92.34,3.74,Baja,Medio,Sí,Alto,2,Ninguno,tested_negative
43022101,965,16,Otro,9,95.26,2.72,Media,Medio,No,Bajo,1,Graves,tested_negative
79400463,966,13,Masculino,14,74.88,3.21,Alta,Medio,Sí,Medio,1,Graves,tested_negative
88344842,967,17,Otro,9,75.16,3.67,Alta,Alto,Sí,Bajo,3,Ninguno,tested_negative
84029775,968,12,Masculino,19,77.63,2.84,Baja,Medio,No,Bajo,3,Graves,tested_negative
60800385,969,10,Otro,15,88.5,3.12,Baja,Bajo,Sí,Medio,2,Ninguno,tested_negative
98602242,970,17,Masculino,12,76.11,3.25,Alta,Alto,No,Alto,1,Ninguno,tested_negative
81234022,971,13,Otro,11,93.12,2.88,Alta,Bajo,No,Medio,3,Ninguno,tested_negative
52137116,972,10,Otro,11,80.31,3.16,Alta,Medio,Sí,Bajo,3,Graves,tested_negative
74747947,973,16,Femenino,12,76.84,3.0,Alta,Alto,No,Bajo,3,Graves,tested_negative
86170201,974,13,Masculino,10,80.98,3.85,Alta,Medio,No,Alto,1,Graves,tested_negative
44244782,975,11,Otro,6,95.28,3.15,Baja,Bajo,No,Medio,5,Graves,tested_negative
10520852,976,10,Otro,6,94.29,3.78,Alta,Bajo,Sí,Alto,1,Graves,tested_negative
61243613,977,17,Otro,5,65.01,2.98,Baja,Medio,Sí,Bajo,2,Ninguno,tested_positive
73699636,978,12,Femenino,8,69.07,3.64,Alta,Alto,No,Medio,5,Leves,tested_negative
72089695,979,15,Otro,15,69.37,3.51,Alta,Medio,No,Alto,5,Ninguno,tested_negative
96503136,980,11,Otro,31,98.49,3.49,Media,Medio,No,Bajo,5,Leves,tested_negative
87156369,981,17,Masculino,24,86.98,4.43,Media,Bajo,No,Alto,5,Leves,tested_negative
51403238,982,12,Femenino,3,98.98,3.85,Alta,Bajo,Sí,Alto,4,Graves,tested_negative
75028465,983,13,Masculino,10,61.66,2.85,Baja,Medio,Sí,Medio,1,Ninguno,tested_positive
17354302,984,18,Masculino,4,89.22,3.51,Media,Bajo,No,Medio,2,Graves,tested_negative
77619068,985,16,Femenino,9,91.02,3.55,Alta,Bajo,Sí,Bajo,3,Leves,tested_negative
64915127,986,18,Otro,12,74.62,3.36,Media,Bajo,No,Medio,4,Ninguno,tested_negative
43489123,987,15,Femenino,6,92.59,3.56,Baja,Medio,Sí,Bajo,1,Graves,tested_negative
87658046,988,14,Masculino,4,67.04,2.93,Media,Medio,No,Medio,5,Leves,tested_negative
53912825,989,14,Masculino,2,100.0,3.9,Media,Alto,Sí,Bajo,5,Leves,tested_negative
47683437,990,12,Masculino,10,79.19,3.14,Alta,Alto,No,Medio,3,Graves,tested_negative
92885679,991,12,Otro,13,95.4,3.81,Media,Alto,Sí,Bajo,5,Leves,tested_negative
19921522,992,17,Femenino,19,66.41,3.3,Alta,Alto,No,Alto,3,Graves,tested_negative
35591621,993,12,Masculino,21,90.83,3.53,Alta,Medio,Sí,Alto,3,Graves,tested_negative
63364346,994,17,Femenino,17,70.26,2.8,Media,Medio,No,Alto,5,Ninguno,tested_negative
60782238,995,13,Masculino,10,67.12,2.68,Baja,Bajo,No,Medio,5,Graves,tested_positive
56911817,996,18,Otro,26,95.73,4.34,Alta,Alto,Sí,Bajo,2,Ninguno,tested_negative
93454081,997,15,Otro,22,98.16,3.57,Media,Alto,Sí,Alto,3,Graves,tested_negative
98187814,998,18,Femenino,5,66.96,2.05,Alta,Bajo,Sí,Alto,4,Graves,tested_positive
89472972,999,13,Femenino,7,86.66,2.91,Media,Bajo,No,Alto,4,Leves,tested_negative
46510222,1000,14,Femenino,12,86.62,2.73,Baja,Alto,No,Bajo,3,Graves,tested_positive
